Date,Wholesale broiler composite,OT,Retail-wholesale spread for broiler composite,date,start_date,end_date,his_avg_1,his_std_1,his_avg_3,his_std_3,his_avg_5,his_std_5,prior_history_avg,prior_history_std,his_avg_2,his_std_2,his_avg_4,his_std_4,his_avg_6,his_std_6,his_avg_7,his_std_7,Final_Search_2,Final_Search_4,Final_Search_6
1983-01-01,,100.91756,,1983-01-01,1983-01-01,1983-01-31,104.3393132,,100.625053,6.340482112945523,100.625053,6.340482112945523,104.3393132,,104.2856007,0.0759609459689693,100.625053,6.340482112945523,100.625053,6.340482112945523,100.625053,6.340482112945523,Available facts are as follows: 1982-12-13: NA. 1982-09-20: NA.;,Available facts are as follows: 1982-12-13: NA. 1982-09-20: NA. 1982-09-13: NA. 1982-07-12: NA.;,Available facts are as follows: 1982-12-13: NA. 1982-09-20: NA. 1982-09-13: NA. 1982-07-12: NA. 1982-06-28: NA. 1982-03-15: NA.;
1983-02-01,,102.2133514,,1983-02-01,1983-02-01,1983-02-28,105.041272,,100.88562226666666,7.35696398355666,100.88562226666666,7.35696398355666,105.041272,,105.1328384,0.1294944447376767,100.88562226666666,7.35696398355666,100.88562226666666,7.35696398355666,100.88562226666666,7.35696398355666,Available facts are as follows: 1983-01-24: The average retail price of broiler meat was around $0.63 per pound in 1983. The United States produced approximately 23 billion pounds of commercially produced broiler meat. [Source: pdf.usaid.gov] 1983-01-10: NA.;,Available facts are as follows: 1983-01-24: The average retail price of broiler meat was around $0.63 per pound in 1983. The United States produced approximately 23 billion pounds of commercially produced broiler meat. [Source: pdf.usaid.gov] 1983-01-10: NA. 1982-12-13: NA. 1982-09-20: NA.;,Available facts are as follows: 1983-01-24: The average retail price of broiler meat was around $0.63 per pound in 1983. The United States produced approximately 23 billion pounds of commercially produced broiler meat. [Source: pdf.usaid.gov] 1983-01-10: NA. 1982-12-13: NA. 1982-09-20: NA. 1982-09-13: NA. 1982-07-12: NA.;
1983-03-01,,103.0803168,,1983-03-01,1983-03-01,1983-03-31,102.7946548,,99.43135946666666,7.524890441537161,99.43135946666666,7.524890441537161,102.7946548,,103.7413388,1.3388133520816077,99.43135946666666,7.524890441537161,99.43135946666666,7.524890441537161,99.43135946666666,7.524890441537161,Available facts are as follows: 1983-01-24: The average retail price of broiler meat was around $0.63 per pound in 1983. The United States produced approximately 23 billion pounds of commercially produced broiler meat. [Source: pdf.usaid.gov] 1983-01-10: NA.;,Available facts are as follows: 1983-01-24: The average retail price of broiler meat was around $0.63 per pound in 1983. The United States produced approximately 23 billion pounds of commercially produced broiler meat. [Source: pdf.usaid.gov] 1983-01-10: NA. 1982-12-13: NA. 1982-09-20: NA.;,Available facts are as follows: 1983-01-24: The average retail price of broiler meat was around $0.63 per pound in 1983. The United States produced approximately 23 billion pounds of commercially produced broiler meat. [Source: pdf.usaid.gov] 1983-01-10: NA. 1982-12-13: NA. 1982-09-20: NA. 1982-09-13: NA. 1982-07-12: NA.;
1983-04-01,,101.621263,,1983-04-01,1983-04-01,1983-04-30,101.9488548,,96.98516306666666,7.599953641652446,96.98516306666666,7.599953641652446,101.9488548,,101.3597986,0.8330512670399608,96.98516306666666,7.599953641652446,96.98516306666666,7.599953641652446,96.98516306666666,7.599953641652446,Available facts are as follows: 1983-03-14: NA. 1983-01-24: The average retail price of broiler meat was around $0.63 per pound in 1983. The United States produced approximately 23 billion pounds of commercially produced broiler meat. [Source: pdf.usaid.gov];,Available facts are as follows: 1983-03-14: NA. 1983-01-24: The average retail price of broiler meat was around $0.63 per pound in 1983. The United States produced approximately 23 billion pounds of commercially produced broiler meat. [Source: pdf.usaid.gov] 1983-01-10: NA. 1982-12-13: NA.;,Available facts are as follows: 1983-03-14: NA. 1983-01-24: The average retail price of broiler meat was around $0.63 per pound in 1983. The United States produced approximately 23 billion pounds of commercially produced broiler meat. [Source: pdf.usaid.gov] 1983-01-10: NA. 1982-12-13: NA. 1982-09-20: NA. 1982-09-13: NA.;
1983-05-01,,103.1935616,,1983-05-01,1983-05-01,1983-05-31,103.4390286,,97.71083226666669,7.994359601087885,97.71083226666669,7.994359601087885,103.4390286,,102.2773913,1.6428032242184671,97.71083226666669,7.994359601087885,97.71083226666669,7.994359601087885,97.71083226666669,7.994359601087885,Available facts are as follows: 1983-04-25: NA. 1983-04-11: NA.;,"Available facts are as follows: 1983-04-25: NA. 1983-04-11: NA. 1983-03-28: The United States broiler market is not directly mentioned in the provided search results. However, it is mentioned that Mississippi accounts for at least 70 percent of national catfish output. [Source: www.washingtonpost.com] 1983-03-14: NA.;","Available facts are as follows: 1983-04-25: NA. 1983-04-11: NA. 1983-03-28: The United States broiler market is not directly mentioned in the provided search results. However, it is mentioned that Mississippi accounts for at least 70 percent of national catfish output. [Source: www.washingtonpost.com] 1983-03-14: NA. 1983-01-24: The average retail price of broiler meat was around $0.63 per pound in 1983. The United States produced approximately 23 billion pounds of commercially produced broiler meat. [Source: pdf.usaid.gov] 1983-01-10: NA.;"
1983-06-01,,101.455072,,1983-06-01,1983-06-01,1983-06-30,103.6612094,,98.70270113333332,7.332926576536448,98.70270113333332,7.332926576536448,103.6612094,,102.9143523,1.0562154399746384,98.70270113333332,7.332926576536448,98.70270113333332,7.332926576536448,98.70270113333332,7.332926576536448,Available facts are as follows: 1983-05-09: NA. 1983-04-25: NA.;,"Available facts are as follows: 1983-05-09: NA. 1983-04-25: NA. 1983-04-11: NA. 1983-03-28: The United States broiler market is not directly mentioned in the provided search results. However, it is mentioned that Mississippi accounts for at least 70 percent of national catfish output. [Source: www.washingtonpost.com];","Available facts are as follows: 1983-05-09: NA. 1983-04-25: NA. 1983-04-11: NA. 1983-03-28: The United States broiler market is not directly mentioned in the provided search results. However, it is mentioned that Mississippi accounts for at least 70 percent of national catfish output. [Source: www.washingtonpost.com] 1983-03-14: NA. 1983-01-24: The average retail price of broiler meat was around $0.63 per pound in 1983. The United States produced approximately 23 billion pounds of commercially produced broiler meat. [Source: pdf.usaid.gov];"
1983-07-01,,105.7291622,,1983-07-01,1983-07-01,1983-07-31,105.4098888,,103.8654886,5.712491320456626,103.8654886,5.712491320456626,105.4098888,,107.0284429,2.288981159654575,103.8654886,5.712491320456626,103.8654886,5.712491320456626,103.8654886,5.712491320456626,Available facts are as follows: 1983-05-30: The price of chicken broilers was $1.48 and chicken roasters in 1983. [Source: archive.gazettes.africa] 1983-05-09: NA.;,Available facts are as follows: 1983-05-30: The price of chicken broilers was $1.48 and chicken roasters in 1983. [Source: archive.gazettes.africa] 1983-05-09: NA. 1983-04-25: NA. 1983-04-11: NA.;,"Available facts are as follows: 1983-05-30: The price of chicken broilers was $1.48 and chicken roasters in 1983. [Source: archive.gazettes.africa] 1983-05-09: NA. 1983-04-25: NA. 1983-04-11: NA. 1983-03-28: The United States broiler market is not directly mentioned in the provided search results. However, it is mentioned that Mississippi accounts for at least 70 percent of national catfish output. [Source: www.washingtonpost.com] 1983-03-14: NA.;"
1983-08-01,,106.9239986,,1983-08-01,1983-08-01,1983-08-31,104.0789592,,103.98131386666668,2.698143088498293,103.98131386666668,2.698143088498293,104.0789592,,105.354134,1.803369496556402,103.98131386666668,2.698143088498293,103.98131386666668,2.698143088498293,103.98131386666668,2.698143088498293,Available facts are as follows: 1983-07-04: NA. 1983-05-30: The price of chicken broilers was $1.48 and chicken roasters in 1983. [Source: archive.gazettes.africa];,Available facts are as follows: 1983-07-04: NA. 1983-05-30: The price of chicken broilers was $1.48 and chicken roasters in 1983. [Source: archive.gazettes.africa] 1983-05-09: NA. 1983-04-25: NA.;,"Available facts are as follows: 1983-07-04: NA. 1983-05-30: The price of chicken broilers was $1.48 and chicken roasters in 1983. [Source: archive.gazettes.africa] 1983-05-09: NA. 1983-04-25: NA. 1983-04-11: NA. 1983-03-28: The United States broiler market is not directly mentioned in the provided search results. However, it is mentioned that Mississippi accounts for at least 70 percent of national catfish output. [Source: www.washingtonpost.com];"
1983-09-01,,110.2481296,,1983-09-01,1983-09-01,1983-09-30,103.5172,,104.84261273333334,1.4852032382272875,104.84261273333334,1.4852032382272875,103.5172,,104.040014,0.7393706493985227,104.84261273333334,1.4852032382272875,104.84261273333334,1.4852032382272875,104.84261273333334,1.4852032382272875,Available facts are as follows: 1983-07-04: NA. 1983-05-30: The price of chicken broilers was $1.48 and chicken roasters in 1983. [Source: archive.gazettes.africa];,Available facts are as follows: 1983-07-04: NA. 1983-05-30: The price of chicken broilers was $1.48 and chicken roasters in 1983. [Source: archive.gazettes.africa] 1983-05-09: NA. 1983-04-25: NA.;,"Available facts are as follows: 1983-07-04: NA. 1983-05-30: The price of chicken broilers was $1.48 and chicken roasters in 1983. [Source: archive.gazettes.africa] 1983-05-09: NA. 1983-04-25: NA. 1983-04-11: NA. 1983-03-28: The United States broiler market is not directly mentioned in the provided search results. However, it is mentioned that Mississippi accounts for at least 70 percent of national catfish output. [Source: www.washingtonpost.com];"
1983-10-01,,105.9618056,,1983-10-01,1983-10-01,1983-10-31,102.4454076,,104.19919993333332,1.7197738716093438,104.19919993333332,1.7197738716093438,102.4454076,,103.3573967,1.289747353956432,104.19919993333332,1.7197738716093438,104.19919993333332,1.7197738716093438,104.19919993333332,1.7197738716093438,Available facts are as follows: 1983-09-19: NA. 1983-09-12: The Federal Register provides a uniform system for making available to the public regulations and legal notices issued by federal agencies in the United States. [Source: www.govinfo.gov]; There is a demand for petroleum resources in the United States. [Source: ota.fas.org]; The Regional Administrators of the United States determine the market value or the proceeds from the sale by the government of commodities covered by the contracts. [Source: www.govinfo.gov];,Available facts are as follows: 1983-09-19: NA. 1983-09-12: The Federal Register provides a uniform system for making available to the public regulations and legal notices issued by federal agencies in the United States. [Source: www.govinfo.gov]; There is a demand for petroleum resources in the United States. [Source: ota.fas.org]; The Regional Administrators of the United States determine the market value or the proceeds from the sale by the government of commodities covered by the contracts. [Source: www.govinfo.gov] 1983-07-04: NA. 1983-05-30: The price of chicken broilers was $1.48 and chicken roasters in 1983. [Source: archive.gazettes.africa];,Available facts are as follows: 1983-09-19: NA. 1983-09-12: The Federal Register provides a uniform system for making available to the public regulations and legal notices issued by federal agencies in the United States. [Source: www.govinfo.gov]; There is a demand for petroleum resources in the United States. [Source: ota.fas.org]; The Regional Administrators of the United States determine the market value or the proceeds from the sale by the government of commodities covered by the contracts. [Source: www.govinfo.gov] 1983-07-04: NA. 1983-05-30: The price of chicken broilers was $1.48 and chicken roasters in 1983. [Source: archive.gazettes.africa] 1983-05-09: NA. 1983-04-25: NA.;
1983-11-01,,108.3355678,,1983-11-01,1983-11-01,1983-11-30,101.300239,,102.97760126666668,1.664466367043086,102.97760126666668,1.664466367043086,101.300239,,102.1519695,1.2045288245868104,102.97760126666668,1.664466367043086,102.97760126666668,1.664466367043086,102.97760126666668,1.664466367043086,Available facts are as follows: 1983-09-19: NA. 1983-09-12: The Federal Register provides a uniform system for making available to the public regulations and legal notices issued by federal agencies in the United States. [Source: www.govinfo.gov]; There is a demand for petroleum resources in the United States. [Source: ota.fas.org]; The Regional Administrators of the United States determine the market value or the proceeds from the sale by the government of commodities covered by the contracts. [Source: www.govinfo.gov];,Available facts are as follows: 1983-09-19: NA. 1983-09-12: The Federal Register provides a uniform system for making available to the public regulations and legal notices issued by federal agencies in the United States. [Source: www.govinfo.gov]; There is a demand for petroleum resources in the United States. [Source: ota.fas.org]; The Regional Administrators of the United States determine the market value or the proceeds from the sale by the government of commodities covered by the contracts. [Source: www.govinfo.gov] 1983-07-04: NA. 1983-05-30: The price of chicken broilers was $1.48 and chicken roasters in 1983. [Source: archive.gazettes.africa];,Available facts are as follows: 1983-09-19: NA. 1983-09-12: The Federal Register provides a uniform system for making available to the public regulations and legal notices issued by federal agencies in the United States. [Source: www.govinfo.gov]; There is a demand for petroleum resources in the United States. [Source: ota.fas.org]; The Regional Administrators of the United States determine the market value or the proceeds from the sale by the government of commodities covered by the contracts. [Source: www.govinfo.gov] 1983-07-04: NA. 1983-05-30: The price of chicken broilers was $1.48 and chicken roasters in 1983. [Source: archive.gazettes.africa] 1983-05-09: NA. 1983-04-25: NA.;
